date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-28 16:21:18,ChickfilA,,119,135,527,"This season, let's give the gift of quality time to friends and family, just like Sam. Discover the true meaning of Together Time at http://www.chick-fil-a.com/timeshop",,,,1200087278783217664,https://twitter.com/ChickfilA/status/1200087278783217664
2019-11-28 00:57:30,ChickfilA,xKamiKirax,7,0,0,"An incorrect order is never good! Please give us a call at 1-866-232-2040 or fill out our online form with your receipt info here: https://bit.ly/2KZTqsP so we can get your issue to the right people.",,,,1199854795651264514,https://twitter.com/ChickfilA/status/1199854795651264514
2019-11-28 00:56:24,ChickfilA,CurtCeralde_4,1,0,0,"We're sorry to hear about that, Curt. Please give us a call at 1-866-232-2040 or fill out our online form with your info here: https://bit.ly/2KZTqsP.",,,,1199854519737344000,https://twitter.com/ChickfilA/status/1199854519737344000
2019-11-28 00:54:27,ChickfilA,pittboy52,1,0,1,"We’re sorry we didn’t meet your expectations, Shakir! We appreciate you letting us know, and we hope you try us again soon!",,,,1199854029708439552,https://twitter.com/ChickfilA/status/1199854029708439552
2019-11-28 00:53:00,ChickfilA,BeautyB1915,0,0,0,"We're sorry that your meal wasn't correct. Please give us a call at 1-866-232-2040 or fill out our online form with your receipt info here: https://bit.ly/2KZTqsP, so we can get your issue to the right people.",,,,1199853664250318854,https://twitter.com/ChickfilA/status/1199853664250318854
2019-11-28 00:51:29,ChickfilA,BTanedo,0,0,1,"Thank you for reaching out! Because each of our locations are individually owned and operated, special requests such as this are at the discretion of the local Operator and vary by location. We apologize for any inconvenience and appreciate your understanding!",,,,1199853281146789888,https://twitter.com/ChickfilA/status/1199853281146789888
2019-11-28 00:31:34,ChickfilA,jacklangley70,1,1,7,"Hi Jack, your feedback is greatly appreciated, so thank you for sharing it with us!",,,,1199848272220884993,https://twitter.com/ChickfilA/status/1199848272220884993
2019-11-28 00:29:28,ChickfilA,RobertoLuna007,1,1,1,"We're sorry to hear about that. Please give us a call at 1-866-232-2040 or fill out our online form with your info here: https://bit.ly/2KZTqsP.",,,,1199847743113576448,https://twitter.com/ChickfilA/status/1199847743113576448
2019-11-27 22:17:00,ChickfilA,Mister_JB_Sir,1,0,0,"We're sorry to hear about that, JB. Please give us a call at 1-866-232-2040 or fill out our online form with your info here: https://bit.ly/2KZTqsP.",,,,1199814405304782853,https://twitter.com/ChickfilA/status/1199814405304782853
2019-11-27 22:12:00,ChickfilA,xo_rebeca,6,0,0,"We our fans too!",,,,1199813147265306629,https://twitter.com/ChickfilA/status/1199813147265306629
2019-11-27 22:11:34,ChickfilA,evlorrainel,1,0,0,"We're sorry to hear about that, Ev. Please give us a call at 1-866-232-2040 or fill out our online form with your info here: https://bit.ly/2KZTqsP.",,,,1199813038376935429,https://twitter.com/ChickfilA/status/1199813038376935429
2019-11-27 22:10:34,ChickfilA,Cizzlak,0,0,0,"We can't wait to serve you! ",,,,1199812786173419527,https://twitter.com/ChickfilA/status/1199812786173419527
2019-11-27 22:09:43,ChickfilA,Markizchozen,0,0,1,"Loving that lunch view! ",,,,1199812572213653505,https://twitter.com/ChickfilA/status/1199812572213653505
2019-11-27 22:08:49,ChickfilA,presentingCAM,0,0,0,"Thank you for reaching out! Because each of our locations are individually owned and operated, special requests such as this are at the discretion of the local Operator and vary by location. We apologize for any inconvenience and appreciate your understanding!",,,,1199812345679286273,https://twitter.com/ChickfilA/status/1199812345679286273
2019-11-27 22:08:34,ChickfilA,JustinHoltgrei2,0,0,0,"All the and chicken for you!",,,,1199812283326697473,https://twitter.com/ChickfilA/status/1199812283326697473
2019-11-27 22:08:00,ChickfilA,_shygram,0,0,1,"Cue happy dance! ",,,,1199812140833611777,https://twitter.com/ChickfilA/status/1199812140833611777
2019-11-27 22:03:57,ChickfilA,TorieBGlotfelty,1,0,0,"We’re so sorry to hear that, Torie! Your experience isn't one we hope to provide! We appreciate you taking the time to share this feedback & will use it as we work to improve.",,,,1199811123614289926,https://twitter.com/ChickfilA/status/1199811123614289926
2019-11-27 22:03:25,ChickfilA,KJU5TICE,1,1,2,"We’re sorry to hear that you didn't receive your sauce, Kort! Thanks for letting us know, so we can improve our processes for the future!",,,,1199810986548617216,https://twitter.com/ChickfilA/status/1199810986548617216
2019-11-27 21:42:28,ChickfilA,dcribb78,1,0,1,"We apologize for the inconvenience, David. We have added your missing points, putting you back at Red Membership.",,,,1199805716997066752,https://twitter.com/ChickfilA/status/1199805716997066752
2019-11-27 21:33:28,ChickfilA,CManning2017,1,0,0,"The decision to remove the Chicken Salad Sandwich from our menu was a difficult one. However, we are constantly looking for ways to enhance our menu. It's our pleasure to provide our recipe here: http://chickfila.social/7s0OZ4 if you would like to make it at home.",,,,1199803452429352961,https://twitter.com/ChickfilA/status/1199803452429352961
